#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
#UNITS
 , ,mph,deg
#DATATYPES
Huge,Double,Float,Float
#DATA
1,0.00000,36.36023,27.69835
2,0.01000,36.35895,27.39799
3,0.02000,36.35765,27.07974
4,0.03000,36.35633,26.74746
5,0.04000,36.35497,26.40485
6,0.05000,36.35357,26.0555
7,0.06000,36.35213,25.70282
8,0.07000,36.35064,25.34997
9,0.08000,36.34909,24.99989
10,0.09000,36.34748,24.65522
11,0.10000,36.34581,24.31833
12,0.11000,36.34409,23.99124
13,0.12000,36.3423,23.67567
14,0.13000,36.34046,23.373
15,0.14000,36.33856,23.08429
16,0.15000,36.33661,22.81026
17,0.16000,36.33461,22.55129
18,0.17000,36.33258,22.30747
19,0.18000,36.33052,22.0786
20,0.19000,36.32844,21.86418
21,0.20000,36.32634,21.66345
22,0.21000,36.32425,21.47544
23,0.22000,36.32215,21.29896
24,0.23000,36.32006,21.13261
25,0.24000,36.318,20.97487
26,0.25000,36.31598,20.82407
27,0.26000,36.31398,20.67843
28,0.27000,36.31203,20.53609
29,0.28000,36.31012,20.39516
30,0.29000,36.30827,20.25367
31,0.30000,36.30648,20.10966
32,0.31000,36.30474,19.96117
33,0.32000,36.30306,19.80623
34,0.33000,36.30145,19.6429
35,0.34000,36.29989,19.46928
36,0.35000,36.29839,19.28347
37,0.36000,36.29696,19.08362
38,0.37000,36.29557,18.8679
39,0.38000,36.29425,18.63447
40,0.39000,36.29297,18.38152
41,0.40000,36.29174,18.10723
42,0.41000,36.29056,17.80973
43,0.42000,36.28941,17.48713
44,0.43000,36.2883,17.13749
45,0.44000,36.28723,16.75875
46,0.45000,36.28618,16.34879
47,0.46000,36.28515,15.90535
48,0.47000,36.28415,15.42604
49,0.48000,36.28315,14.90832
50,0.49000,36.28217,14.34948
51,0.50000,36.2812,13.74663
52,0.51000,36.28022,13.09671
53,0.52000,36.27925,12.39648
54,0.53000,36.27828,11.64251
55,0.54000,36.27731,10.83121
56,0.55000,36.27632,9.958817
57,0.56000,36.27533,9.021463
58,0.57000,36.27433,8.015162
59,0.58000,36.27332,6.935861
60,0.59000,36.2723,5.77948
61,0.60000,36.27127,4.541963
62,0.61000,36.27023,3.219324
63,0.62000,36.26919,1.807712
64,0.63000,36.26813,0.3034716
65,0.64000,36.26706,-1.296792
66,0.65000,36.26599,-2.996142
67,0.66000,36.26491,-4.797241
68,0.67000,36.26382,-6.702279
69,0.68000,36.26272,-8.712904
70,0.69000,36.26161,-10.83015
71,0.70000,36.26049,-13.0544
72,0.71000,36.25937,-15.38527
73,0.72000,36.25823,-17.82161
74,0.73000,36.25709,-20.36145
75,0.74000,36.25594,-23.00195
76,0.75000,36.25478,-25.73937
77,0.76000,36.2536,-28.56908
78,0.77000,36.25242,-31.48554
79,0.78000,36.25123,-34.48232
80,0.79000,36.25003,-37.55214
81,0.80000,36.24882,-40.68687
82,0.81000,36.2476,-43.87764
83,0.82000,36.24638,-47.11486
84,0.83000,36.24515,-50.38831
85,0.84000,36.24392,-53.68726
86,0.85000,36.24268,-57.00054
87,0.86000,36.24143,-60.31667
88,0.87000,36.24018,-63.62397
89,0.88000,36.23894,-66.91067
90,0.89000,36.23769,-70.16506
91,0.90000,36.23645,-73.37562
92,0.91000,36.23521,-76.53109
93,0.92000,36.23399,-79.62064
94,0.93000,36.23277,-82.63398
95,0.94000,36.23157,-85.56142
96,0.95000,36.23039,-88.394
97,0.96000,36.22923,-91.12358
98,0.97000,36.2281,-93.74285
99,0.98000,36.227,-96.24545
100,0.99000,36.22593,-98.62594
101,1.00000,36.22491,-100.8799
102,1.01000,36.22393,-103.0038
103,1.02000,36.22299,-104.9952
104,1.03000,36.22211,-106.8524
105,1.04000,36.22129,-108.5748
106,1.05000,36.22052,-110.1624
107,1.06000,36.21981,-111.6162
108,1.07000,36.21917,-112.9375
109,1.08000,36.21858,-114.1284
110,1.09000,36.21806,-115.1915
111,1.10000,36.21759,-116.1294
112,1.11000,36.21719,-116.945
113,1.12000,36.21684,-117.6416
114,1.13000,36.21654,-118.2219
115,1.14000,36.21629,-118.6889
116,1.15000,36.21608,-119.0449
117,1.16000,36.21591,-119.2923
118,1.17000,36.21577,-119.4325
119,1.18000,36.21566,-119.4668
120,1.19000,36.21556,-119.3956
121,1.20000,36.21548,-119.2189
122,1.21000,36.2154,-118.9359
123,1.22000,36.21533,-118.5452
124,1.23000,36.21524,-118.045
125,1.24000,36.21514,-117.4326
126,1.25000,36.21501,-116.7049
127,1.26000,36.21486,-115.8586
128,1.27000,36.21466,-114.8898
129,1.28000,36.21444,-113.7946
130,1.29000,36.21416,-112.5689
131,1.30000,36.21383,-111.2086
132,1.31000,36.21344,-109.7099
133,1.32000,36.213,-108.0693
134,1.33000,36.21249,-106.2836
135,1.34000,36.21192,-104.3505
136,1.35000,36.21127,-102.268
137,1.36000,36.21056,-100.0354
138,1.37000,36.20977,-97.65244
139,1.38000,36.20892,-95.12024
140,1.39000,36.20798,-92.44086
141,1.40000,36.20696,-89.61755
142,1.41000,36.20587,-86.65466
143,1.42000,36.2047,-83.55779
144,1.43000,36.20345,-80.33366
145,1.44000,36.20211,-76.99014
146,1.45000,36.2007,-73.53615
147,1.46000,36.1992,-69.98164
148,1.47000,36.19761,-66.33746
149,1.48000,36.19594,-62.61525
150,1.49000,36.19419,-58.82735
151,1.50000,36.19235,-54.98665
152,1.51000,36.19042,-51.10647
153,1.52000,36.18841,-47.20039
154,1.53000,36.18632,-43.28213
155,1.54000,36.18415,-39.3654
156,1.55000,36.1819,-35.46377
157,1.56000,36.17958,-31.59052
158,1.57000,36.17719,-27.75851
159,1.58000,36.17474,-23.9801
160,1.59000,36.17223,-20.267
161,1.60000,36.16967,-16.63021
162,1.61000,36.16707,-13.07991
163,1.62000,36.16443,-9.62543
164,1.63000,36.16177,-6.275161
165,1.64000,36.1591,-3.036539
166,1.65000,36.15642,0.08399284
167,1.66000,36.15374,3.081002
168,1.67000,36.15108,5.950071
169,1.68000,36.14844,8.687792
170,1.69000,36.14584,11.29176
171,1.70000,36.14328,13.76053
172,1.71000,36.14078,16.09364
173,1.72000,36.13834,18.29152
174,1.73000,36.13598,20.35546
175,1.74000,36.13371,22.28763
176,1.75000,36.13153,24.09092
177,1.76000,36.12946,25.76901
178,1.77000,36.12749,27.3262
179,1.78000,36.12564,28.76746
180,1.79000,36.12391,30.09829
181,1.80000,36.1223,31.32469
182,1.81000,36.12082,32.45311
183,1.82000,36.11944,33.49036
184,1.83000,36.11818,34.44361
185,1.84000,36.11703,35.32025
186,1.85000,36.11596,36.12787
187,1.86000,36.11496,36.87422
188,1.87000,36.11402,37.56713
189,1.88000,36.11311,38.21444
190,1.89000,36.11221,38.82399
191,1.90000,36.11127,39.40356
192,1.91000,36.11028,39.9608
193,1.92000,36.1092,40.50318
194,1.93000,36.10798,41.03801
195,1.94000,36.10659,41.57234
196,1.95000,36.10499,42.11294
197,1.96000,36.10313,42.66627
198,1.97000,36.10098,43.23847
199,1.98000,36.09848,43.83528
200,1.99000,36.0956,44.46206
201,2.00000,36.0923,45.12372
202,2.01000,36.08855,45.82473
203,2.02000,36.0843,46.56907
204,2.03000,36.07953,47.36023
205,2.04000,36.07422,48.20113
206,2.05000,36.06835,49.09418
207,2.06000,36.0619,50.0412
208,2.07000,36.05488,51.04343
209,2.08000,36.04728,52.10149
210,2.09000,36.03912,53.21542
211,2.10000,36.03041,54.38461
212,2.11000,36.02119,55.60785
213,2.12000,36.01149,56.8833
214,2.13000,36.00135,58.20855
215,2.14000,35.99084,59.58058
216,2.15000,35.98001,60.9958
217,2.16000,35.96894,62.45013
218,2.17000,35.9577,63.93895
219,2.18000,35.94635,65.45721
220,2.19000,35.935,66.99949
221,2.20000,35.92372,68.55998
222,2.21000,35.9126,70.13264
223,2.22000,35.90171,71.71118
224,2.23000,35.89113,73.28918
225,2.24000,35.88094,74.86014
226,2.25000,35.87121,76.41756
227,2.26000,35.86199,77.95502
228,2.27000,35.85333,79.46622
229,2.28000,35.84528,80.94508
230,2.29000,35.83787,82.38577
231,2.30000,35.83112,83.78278
232,2.31000,35.82504,85.131
233,2.32000,35.81964,86.42568
234,2.33000,35.81491,87.66256
235,2.34000,35.81085,88.83783
236,2.35000,35.80742,89.94816
237,2.36000,35.80459,90.99071
238,2.37000,35.80234,91.96314
239,2.38000,35.80062,92.86358
240,2.39000,35.79939,93.69061
241,2.40000,35.79859,94.44324
242,2.41000,35.79818,95.1209
243,2.42000,35.79811,95.72334
