#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
#UNITS
 , ,mph,deg
#DATATYPES
Huge,Double,Float,Float
#DATA
1,0.00000,35.04635,-6.945147
2,0.01000,35.04475,-8.321388
3,0.02000,35.04301,-9.778374
4,0.03000,35.0411,-11.31539
5,0.04000,35.03901,-12.93114
6,0.05000,35.03674,-14.62376
7,0.06000,35.03428,-16.39085
8,0.07000,35.03164,-18.22951
9,0.08000,35.0288,-20.13636
10,0.09000,35.02577,-22.10765
11,0.10000,35.02256,-24.13922
12,0.11000,35.01918,-26.22663
13,0.12000,35.01562,-28.36519
14,0.13000,35.01191,-30.54999
15,0.14000,35.00807,-32.77602
16,0.15000,35.00412,-35.03814
17,0.16000,35.00006,-37.33121
18,0.17000,34.99595,-39.65011
19,0.18000,34.99179,-41.98975
20,0.19000,34.98762,-44.34517
21,0.20000,34.98347,-46.71151
22,0.21000,34.97936,-49.08411
23,0.22000,34.97533,-51.45844
24,0.23000,34.97141,-53.83022
25,0.24000,34.96762,-56.19532
26,0.25000,34.964,-58.54988
27,0.26000,34.96055,-60.8902
28,0.27000,34.95732,-63.21279
29,0.28000,34.9543,-65.51437
30,0.29000,34.95152,-67.79181
31,0.30000,34.94899,-70.04215
32,0.31000,34.94671,-72.26257
33,0.32000,34.94469,-74.45035
34,0.33000,34.94292,-76.60286
35,0.34000,34.94141,-78.71754
36,0.35000,34.94014,-80.79187
37,0.36000,34.93911,-82.82335
38,0.37000,34.93829,-84.80946
39,0.38000,34.93768,-86.74767
40,0.39000,34.93726,-88.63538
41,0.40000,34.937,-90.46996
42,0.41000,34.93689,-92.24866
43,0.42000,34.93689,-93.96867
44,0.43000,34.93699,-95.62709
45,0.44000,34.93716,-97.22087
46,0.45000,34.93739,-98.74689
47,0.46000,34.93763,-100.2019
48,0.47000,34.93787,-101.5826
49,0.48000,34.93809,-102.8854
50,0.49000,34.93827,-104.1068
51,0.50000,34.93838,-105.2432
52,0.51000,34.93841,-106.2907
53,0.52000,34.93834,-107.2455
54,0.53000,34.93815,-108.1037
55,0.54000,34.93784,-108.8612
56,0.55000,34.93739,-109.5139
57,0.56000,34.9368,-110.0576
58,0.57000,34.93605,-110.4881
59,0.58000,34.93516,-110.8012
60,0.59000,34.93411,-110.9926
61,0.60000,34.9329,-111.0579
62,0.61000,34.93155,-110.9929
63,0.62000,34.93005,-110.7934
64,0.63000,34.92842,-110.4552
65,0.64000,34.92666,-109.9744
66,0.65000,34.92478,-109.347
67,0.66000,34.9228,-108.5696
68,0.67000,34.92073,-107.6388
69,0.68000,34.91859,-106.5516
70,0.69000,34.91639,-105.3057
71,0.70000,34.91414,-103.8989
72,0.71000,34.91188,-102.33
73,0.72000,34.90961,-100.5982
74,0.73000,34.90737,-98.70353
75,0.74000,34.90515,-96.64685
76,0.75000,34.90299,-94.42995
77,0.76000,34.90091,-92.05553
78,0.77000,34.8989,-89.52737
79,0.78000,34.89701,-86.85026
80,0.79000,34.89523,-84.0301
81,0.80000,34.89357,-81.0739
82,0.81000,34.89205,-77.98975
83,0.82000,34.89067,-74.78687
84,0.83000,34.88943,-71.47546
85,0.84000,34.88832,-68.06676
86,0.85000,34.88735,-64.57291
87,0.86000,34.88649,-61.00684
88,0.87000,34.88572,-57.38223
89,0.88000,34.88503,-53.71333
90,0.89000,34.88439,-50.01482
91,0.90000,34.88376,-46.30173
92,0.91000,34.88311,-42.58918
93,0.92000,34.8824,-38.89229
94,0.93000,34.88157,-35.22601
95,0.94000,34.88059,-31.60491
96,0.95000,34.87939,-28.04305
97,0.96000,34.87793,-24.55384
98,0.97000,34.87614,-21.14982
99,0.98000,34.87398,-17.84261
100,0.99000,34.87138,-14.64269
101,1.00000,34.8683,-11.55939
102,1.01000,34.86467,-8.600676
103,1.02000,34.86045,-5.773173
104,1.03000,34.85559,-3.082041
105,1.04000,34.85005,-0.5309502
106,1.05000,34.8438,1.877942
107,1.06000,34.83681,4.143998
108,1.07000,34.82906,6.268086
109,1.08000,34.82055,8.252548
110,1.09000,34.81128,10.10115
111,1.10000,34.80125,11.81899
112,1.11000,34.79049,13.41247
113,1.12000,34.77904,14.88913
114,1.13000,34.76694,16.25759
115,1.14000,34.75424,17.52738
116,1.15000,34.74102,18.70884
117,1.16000,34.72735,19.81299
118,1.17000,34.71332,20.85132
119,1.18000,34.69902,21.83573
120,1.19000,34.68454,22.7783
121,1.20000,34.67001,23.69116
122,1.21000,34.6555,24.58639
123,1.22000,34.64114,25.47577
124,1.23000,34.62703,26.37076
125,1.24000,34.61326,27.28227
126,1.25000,34.59993,28.22057
127,1.26000,34.58712,29.19521
128,1.27000,34.57491,30.21485
129,1.28000,34.56335,31.28723
130,1.29000,34.55252,32.41904
131,1.30000,34.54246,33.61592
132,1.31000,34.53319,34.88236
133,1.32000,34.52475,36.22168
134,1.33000,34.51712,37.63603
135,1.34000,34.51033,39.12638
136,1.35000,34.50436,40.69252
137,1.36000,34.49918,42.3331
138,1.37000,34.49477,44.04567
139,1.38000,34.49109,45.82672
140,1.39000,34.48809,47.67175
141,1.40000,34.48574,49.57536
142,1.41000,34.48398,51.53129
143,1.42000,34.48274,53.53255
144,1.43000,34.48198,55.57151
145,1.44000,34.48163,57.63994
146,1.45000,34.48162,59.72922
147,1.46000,34.48191,61.83035
148,1.47000,34.48243,63.93407
149,1.48000,34.48312,66.03102
150,1.49000,34.48393,68.11177
151,1.50000,34.48481,70.16697
152,1.51000,34.4857,72.1874
153,1.52000,34.48656,74.16412
154,1.53000,34.48736,76.08847
155,1.54000,34.48805,77.95226
156,1.55000,34.48861,79.74773
157,1.56000,34.489,81.4677
158,1.57000,34.48921,83.10561
159,1.58000,34.4892,84.6555
160,1.59000,34.48898,86.11217
161,1.60000,34.48852,87.47112
162,1.61000,34.48782,88.72861
163,1.62000,34.48688,89.88168
164,1.63000,34.48569,90.92812
165,1.64000,34.48426,91.86647
166,1.65000,34.48259,92.69607
167,1.66000,34.48069,93.41693
168,1.67000,34.47857,94.02979
169,1.68000,34.47625,94.53597
170,1.69000,34.47372,94.93745
171,1.70000,34.47102,95.23671
172,1.71000,34.46816,95.43671
173,1.72000,34.46515,95.54079
174,1.73000,34.46201,95.55265
175,1.74000,34.45877,95.47624
176,1.75000,34.45544,95.31571
177,1.76000,34.45204,95.07529
178,1.77000,34.4486,94.7593
179,1.78000,34.44513,94.37199
180,1.79000,34.44165,93.91755
181,1.80000,34.43818,93.40001
182,1.81000,34.43474,92.82321
183,1.82000,34.43134,92.19074
184,1.83000,34.428,91.50591
185,1.84000,34.42472,90.7717
186,1.85000,34.42152,89.99075
187,1.86000,34.41841,89.16534
188,1.87000,34.41539,88.29739
189,1.88000,34.41245,87.38845
190,1.89000,34.4096,86.43971
191,1.90000,34.40684,85.45199
192,1.91000,34.40416,84.4258
193,1.92000,34.40155,83.36133
194,1.93000,34.39901,82.2585
195,1.94000,34.39652,81.11697
196,1.95000,34.39408,79.93624
197,1.96000,34.39165,78.71559
198,1.97000,34.38925,77.45421
199,1.98000,34.38685,76.15121
200,1.99000,34.38443,74.80569
201,2.00000,34.38198,73.41673
202,2.01000,34.37949,71.98349
203,2.02000,34.37695,70.50526
204,2.03000,34.37433,68.98148
205,2.04000,34.37163,67.4118
206,2.05000,34.36885,65.79607
207,2.06000,34.36596,64.13451
208,2.07000,34.36296,62.42758
209,2.08000,34.35985,60.67616
210,2.09000,34.35662,58.88151
211,2.10000,34.35328,57.04529
212,2.11000,34.34981,55.16964
213,2.12000,34.34623,53.25715
214,2.13000,34.34254,51.31088
215,2.14000,34.33876,49.33441
216,2.15000,34.33488,47.33179
217,2.16000,34.33092,45.30758
218,2.17000,34.32689,43.26682
219,2.18000,34.32282,41.21502
220,2.19000,34.31871,39.15816
221,2.20000,34.31459,37.10262
222,2.21000,34.31047,35.05519
223,2.22000,34.30638,33.02301
224,2.23000,34.30231,31.01352
225,2.24000,34.2983,29.03442
226,2.25000,34.29436,27.09362
227,2.26000,34.29049,25.19913
228,2.27000,34.28671,23.35906
229,2.28000,34.28304,21.58149
230,2.29000,34.27946,19.87441
231,2.30000,34.27598,18.24565
232,2.31000,34.27262,16.70278
233,2.32000,34.26936,15.25307
234,2.33000,34.2662,13.90333
235,2.34000,34.26313,12.6599
236,2.35000,34.26016,11.52855
237,2.36000,34.25726,10.51439
238,2.37000,34.25444,9.621818
239,2.38000,34.25167,8.854448
240,2.39000,34.24895,8.215071
241,2.40000,34.24627,7.705596
242,2.41000,34.24362,7.327025
